harvest_delay_hours,storage_temp_c,humidity_percent,ripeness_score,ffa_percentage
22.6,39.51,64.49,1,1.961
19.64,30.68,60.29,1,1.372
9.42,26.41,95.37,2,2.093
31.6,38.67,86.85,0,2.396
21.81,25.03,71.93,2,1.848
26.59,38.51,68.85,0,1.824
16.99,30.01,87.32,2,2.761
54.95,39.92,96.78,2,4.339
66.96,40.4,71.97,1,3.142
35.85,39.48,72.86,0,2.07
46.3,25.49,94.17,2,2.458
62.44,39.07,95.74,2,4.431
71.92,44.8,96.56,1,4.391
44.17,29.85,71.73,1,2.007
64.06,30.48,64.81,2,2.932
65.42,41.27,77.6,0,2.934
56.98,28.21,71.83,1,2.445
33.19,38.21,95.35,1,2.744
5.84,40.1,61.47,0,1.329
1.14,25.74,85.36,2,1.684
34.36,36.08,96.25,1,2.839
35.59,36.52,99.07,3,4.456
29.33,31.07,86.01,1,2.166
40.91,42.53,98.0,1,2.95
39.76,28.25,63.03,1,1.556
60.24,32.28,74.37,1,2.617
7.82,41.97,60.35,2,2.367
16.21,28.81,99.25,1,2.11
57.1,41.43,96.11,2,4.24
61.04,26.58,61.12,1,2.116
71.63,34.78,60.73,0,2.312
62.85,26.51,74.68,0,2.442
64.07,38.56,70.34,2,3.545
22.63,40.81,93.88,1,3.157
28.92,42.0,66.42,1,2.036
19.3,44.63,91.63,1,3.105
43.65,38.44,82.18,1,2.872
67.59,40.38,75.1,1,3.104
24.81,35.12,65.83,1,1.785
40.1,43.25,99.91,3,5.148
21.33,37.88,84.72,0,1.943
12.23,42.67,77.58,1,2.181
14.05,29.71,74.85,0,1.312
4.17,34.93,96.23,2,2.559
68.35,39.6,92.85,1,3.704
29.01,29.05,92.45,1,1.794
60.06,29.23,84.65,2,3.332
49.06,44.56,95.52,1,3.64
13.82,33.69,71.97,0,0.961
12.63,28.64,88.15,1,1.523
58.46,31.63,76.18,0,2.419
19.06,32.95,84.0,2,2.241
65.76,37.46,99.93,1,3.6
10.08,43.46,99.38,2,3.223
48.8,44.73,80.5,2,4.171
58.64,38.03,82.95,2,3.812
16.94,39.0,95.89,1,2.591
19.89,31.44,99.43,0,1.804
69.45,42.14,91.14,1,3.519
19.05,29.36,62.61,3,3.004
30.96,27.13,72.91,3,3.139
31.14,44.47,95.86,2,3.736
18.22,42.28,90.73,0,2.133
55.86,31.07,89.69,0,2.583
55.57,38.5,86.72,2,4.0
27.24,34.34,76.61,0,1.938
60.13,31.46,76.13,1,2.956
15.34,30.74,92.36,1,2.051
0.31,27.72,71.75,1,0.5
41.12,35.99,87.39,1,2.431
71.57,33.93,89.05,3,4.62
2.78,35.24,93.78,2,2.5
14.98,29.31,72.8,1,1.213
37.36,43.77,89.68,1,2.997
58.32,37.77,64.26,2,3.32
6.41,42.99,65.52,1,1.684
28.46,27.19,76.69,1,1.388
53.79,37.46,62.21,1,2.318
26.75,41.99,97.91,0,2.718
13.6,31.62,96.08,0,1.832
14.08,28.9,61.96,2,1.768
29.52,30.3,93.53,1,1.957
34.52,30.46,80.35,0,1.436
62.05,33.94,88.08,0,3.051
46.24,31.52,95.48,3,4.116
49.71,30.43,83.08,1,2.254
70.78,37.97,64.65,1,2.74
29.65,26.06,60.1,0,0.911
29.04,31.81,79.88,3,3.372
66.48,38.8,97.97,2,4.335
17.7,28.52,82.9,1,1.317
52.55,29.42,74.92,1,2.387
54.33,29.01,61.24,1,2.119
7.04,25.02,96.6,2,2.369
33.71,34.48,73.09,2,2.418
14.44,25.78,88.19,3,3.041
13.35,30.46,87.77,1,1.626
33.4,44.9,70.16,1,2.293
20.84,43.37,62.55,1,1.976
57.32,29.3,75.4,2,3.269
65.35,31.2,72.69,0,2.551
57.8,34.27,88.01,0,3.037
19.15,41.89,92.79,1,2.185
19.74,41.05,68.9,1,1.776
18.34,27.52,81.13,2,2.394
9.72,27.49,61.62,0,0.905
67.95,33.33,68.57,1,2.926
28.95,42.4,90.47,0,2.824
16.18,42.64,91.74,1,2.175
60.96,27.15,91.06,2,3.522
28.74,36.49,65.7,1,2.097
2.53,28.11,82.04,1,0.99
11.66,38.72,76.91,0,2.069
46.03,43.33,99.66,1,3.597
56.37,34.1,86.16,3,4.108
15.19,26.66,97.41,2,2.337
66.05,36.59,65.81,0,2.552
61.27,33.17,78.03,1,3.032
61.08,41.22,90.86,0,3.471
16.39,31.81,74.71,0,1.218
3.64,42.5,85.3,0,2.079
62.45,30.47,80.47,0,2.721
22.02,28.15,99.68,0,1.55
44.56,31.13,66.95,2,2.718
54.72,25.7,97.41,0,2.496
9.24,30.62,76.06,2,1.888
56.22,38.2,78.72,3,4.51
67.57,27.85,81.14,1,2.78
52.44,27.23,70.61,1,1.992
31.77,27.65,98.55,2,2.36
63.12,26.55,96.46,0,2.687
37.98,42.49,98.92,1,2.914
53.62,43.88,99.88,1,3.626
59.08,25.93,86.79,2,2.888
53.95,40.2,78.07,2,3.353
20.73,39.74,94.03,2,3.234
8.48,44.94,60.95,1,1.643
17.16,31.96,93.38,1,1.838
36.21,30.71,79.89,2,2.486
36.38,34.06,86.93,2,2.928
41.95,42.13,74.96,1,2.773
28.45,39.57,74.74,3,3.813
56.66,34.43,61.27,2,3.266
65.75,29.89,76.95,1,2.924
17.76,39.54,76.33,0,1.737
53.03,42.09,68.99,0,2.308
48.81,33.0,69.89,2,2.851
37.66,38.37,83.37,0,2.388
13.57,33.0,72.71,1,1.334
57.26,34.57,93.21,1,2.906
69.17,35.5,64.46,2,3.555
51.97,40.51,83.11,2,4.181
66.09,44.55,66.4,2,3.813
70.86,33.89,81.13,1,3.169
25.35,31.85,82.1,0,1.455
45.95,32.47,85.69,1,2.751
34.12,27.68,77.1,0,1.789
71.04,30.94,80.38,1,3.144
6.75,26.73,67.24,3,2.764
29.69,33.56,78.52,1,1.954
63.04,28.35,74.92,1,2.524
20.45,31.93,86.65,1,2.156
56.72,40.87,77.39,2,3.853
27.56,29.92,91.17,1,1.587
70.56,37.24,77.04,1,3.336
63.61,43.02,69.43,0,2.861
21.7,36.34,70.95,1,1.967
55.45,28.88,61.81,0,2.069
24.25,31.9,81.6,1,1.543
43.66,36.81,93.24,2,3.589
47.41,35.13,90.76,0,2.665
59.73,27.97,77.51,1,2.582
1.76,33.94,67.84,0,1.027
15.85,35.86,94.54,0,2.202
51.26,30.35,62.27,0,2.034
40.57,37.25,75.97,0,2.255
35.68,26.4,94.26,3,3.896
3.98,31.73,75.73,3,3.221
25.08,41.09,64.72,1,2.166
62.29,30.19,70.64,1,2.61
2.22,37.1,84.0,2,2.354
28.54,33.2,66.08,2,2.455
68.05,31.33,86.2,1,3.046
3.66,43.32,77.53,0,2.03
53.98,31.87,73.38,1,2.347
18.55,29.73,69.64,3,3.207
62.4,43.19,92.93,0,3.567
53.72,39.92,75.87,1,2.658
63.77,38.64,89.54,1,3.412
15.55,25.99,77.61,1,1.182
38.25,27.62,63.67,1,1.825
56.11,37.77,77.62,1,2.935
17.69,29.19,80.31,3,2.939
16.61,29.51,78.31,2,2.393
1.96,40.58,92.65,0,2.036
69.01,30.72,96.43,2,4.137
51.12,26.43,91.47,2,3.14
45.76,25.73,83.31,1,2.139
53.57,33.86,81.66,1,2.855
38.28,37.34,85.78,2,3.164
34.28,42.38,71.51,1,2.448
32.37,27.22,92.47,0,1.779
46.11,28.93,94.27,1,2.211
14.51,35.6,70.69,0,1.402
63.94,32.28,96.11,1,3.092
58.45,34.65,93.95,0,2.904
25.17,43.48,76.98,1,2.458
41.66,35.9,96.36,1,3.074
10.15,33.3,64.82,2,1.762
70.01,44.79,61.12,1,3.218
65.01,26.3,73.91,2,3.034
66.38,43.64,82.62,2,4.132
23.92,35.03,74.06,0,1.56
12.18,35.08,97.68,1,2.014
15.25,43.44,70.19,0,1.847
6.48,35.15,71.25,2,2.069
8.65,33.77,85.39,1,1.438
5.13,30.45,60.15,0,0.964
71.27,38.18,89.1,0,3.572
5.33,36.39,75.1,1,1.31
9.54,29.29,99.11,2,2.487
59.56,39.19,87.66,2,4.034
41.78,37.88,62.09,0,2.021
55.76,32.95,63.71,1,2.481
45.43,25.09,63.53,1,1.787
63.52,33.93,98.1,1,3.411
45.97,25.12,87.36,0,2.022
37.59,26.5,77.1,1,1.808
51.32,33.61,68.02,2,2.685
32.21,26.64,94.95,1,2.115
24.92,30.51,68.06,1,1.508
33.67,38.11,88.27,1,2.741
12.22,31.17,90.53,1,1.742
57.35,44.95,71.79,1,3.089
18.77,43.33,80.2,0,2.292
11.05,36.71,68.92,0,1.344
17.74,44.34,75.16,3,3.82
60.63,42.36,98.61,2,4.469
23.77,31.38,87.73,1,2.224
49.4,39.99,93.86,0,2.937
61.66,27.74,81.62,0,2.364
5.6,38.69,69.56,0,1.042
55.08,34.82,88.52,3,4.692
22.15,25.34,80.02,2,2.007
15.6,30.48,67.07,1,1.231
49.6,44.11,76.5,3,4.553
65.51,31.32,85.39,0,2.773
21.24,28.63,89.41,1,1.511
40.96,28.75,69.73,0,1.336
20.87,34.58,95.04,1,2.27
39.91,41.85,75.18,3,3.864
44.77,40.16,70.85,2,3.381
43.94,33.74,67.8,0,2.291
44.9,29.17,92.17,0,2.19
9.73,25.92,74.17,1,1.305
49.93,34.25,79.34,0,2.405
48.58,41.3,68.91,1,2.977
49.15,39.59,87.44,1,2.992
5.33,33.17,91.24,0,0.991
32.17,36.89,73.58,0,1.947
29.45,33.72,97.8,0,2.514
6.24,36.58,61.22,3,2.949
16.01,35.35,65.32,1,1.424
31.75,38.62,83.55,1,2.53
53.49,35.15,88.06,1,3.105
17.07,43.81,70.03,1,1.986
59.74,33.56,82.16,0,3.155
39.3,25.32,72.74,0,1.497
54.75,29.73,82.16,1,2.721
34.02,35.01,86.37,1,2.518
35.94,35.81,98.91,0,2.419
44.62,36.05,78.23,1,2.467
66.81,39.29,85.93,3,5.262
35.41,30.49,83.12,0,1.92
38.06,38.3,72.7,0,2.222
43.34,39.08,70.12,1,2.179
53.1,33.23,99.51,0,2.937
5.17,33.04,68.27,1,1.231
37.13,28.58,91.61,1,2.171
34.67,33.28,65.86,1,1.983
66.36,40.74,92.17,1,3.639
35.53,43.18,67.43,1,2.304
33.72,36.87,98.69,2,3.364
69.28,30.99,87.44,0,2.792
32.44,38.65,63.6,1,2.458
13.02,39.8,87.73,1,2.319
15.62,31.64,84.14,1,1.488
6.85,41.53,73.5,0,1.891
0.04,26.47,70.43,1,0.706
31.1,25.22,88.75,1,1.834
55.39,27.46,89.65,0,2.537
52.81,28.12,73.09,1,1.918
2.31,42.58,95.05,2,2.853
41.04,33.5,70.75,1,2.071
11.11,30.5,62.79,0,0.968
67.76,33.58,83.99,2,3.843
12.05,32.9,64.28,0,1.073
45.12,31.03,71.07,2,2.8
23.49,27.76,80.29,1,1.801
46.19,38.12,71.45,0,2.389
29.68,27.73,68.6,2,2.24
54.69,40.51,88.13,1,3.318
16.61,29.03,81.88,1,1.844
65.22,39.63,93.59,1,3.677
36.02,41.11,83.25,1,2.623
54.44,27.51,79.34,1,2.044
61.18,26.73,70.45,2,2.778
71.92,43.99,91.68,0,3.77
16.12,34.26,67.87,1,1.492
20.66,37.6,69.69,1,1.709
18.03,25.47,93.66,1,1.642
18.93,30.57,89.65,1,1.675
41.94,35.11,84.51,1,2.39
71.53,42.72,61.56,2,3.993
71.3,30.43,65.09,1,2.976
37.93,40.5,80.0,0,2.249
46.01,38.24,89.85,1,3.011
61.92,27.31,78.56,0,2.018
67.17,30.87,60.69,0,2.106
14.68,29.76,67.37,0,0.958
38.06,33.85,83.55,1,2.566
59.96,37.71,87.77,3,4.708
21.83,33.67,61.34,1,1.382
31.67,29.89,61.73,0,1.428
70.96,38.92,70.45,2,3.849
70.92,36.69,63.34,0,2.632
65.24,35.39,81.68,3,5.075
57.49,36.09,64.95,1,2.575
19.38,29.44,85.93,0,1.489
23.1,38.61,91.09,1,2.352
39.4,32.75,98.82,1,2.695
40.38,32.27,97.94,2,3.463
36.4,27.99,70.93,0,1.905
45.84,36.94,61.18,2,2.811
29.4,37.05,73.18,2,2.936
53.94,31.81,88.34,2,3.491
24.02,42.2,62.39,2,2.812
23.81,41.91,74.39,0,1.991
9.16,27.18,71.92,1,1.043
13.59,38.9,68.77,2,2.488
61.24,32.88,88.25,1,3.168
32.13,44.99,86.36,0,3.01
16.41,29.5,81.42,0,1.358
54.67,30.61,96.43,0,2.602
39.89,33.84,64.13,2,2.258
1.52,30.37,65.99,1,0.637
22.78,38.84,75.34,1,1.982
12.74,34.62,86.24,3,3.203
47.22,29.42,83.36,0,2.297
19.8,35.13,62.96,2,1.982
4.68,42.78,98.34,0,2.12
3.96,40.85,72.2,0,1.3
41.88,34.98,74.36,0,2.354
1.56,30.77,84.95,1,1.15
61.11,28.6,97.81,1,2.987
11.19,42.57,86.51,1,2.278
43.67,39.2,98.19,0,3.132
32.02,36.44,67.5,0,1.97
31.89,42.59,84.75,1,2.728
5.17,27.43,93.16,0,0.819
57.8,38.65,80.36,2,3.682
64.3,29.33,74.49,2,3.295
0.79,27.41,99.39,1,1.361
12.86,34.31,65.64,1,1.261
65.08,32.75,76.44,1,3.075
39.56,43.82,94.93,1,3.297
10.8,31.48,96.02,3,3.168
14.6,41.3,99.22,3,4.105
47.52,39.98,95.39,1,3.601
52.19,38.36,62.04,1,2.66
43.16,43.41,97.19,2,4.262
68.63,33.16,77.13,0,2.608
35.57,32.79,86.06,1,2.159
21.62,28.22,75.77,1,1.387
34.36,30.52,92.55,1,2.256
25.9,42.6,83.04,1,2.5
16.16,34.49,93.82,0,1.746
3.31,31.83,67.75,0,0.802
25.36,29.32,67.4,1,1.379
51.22,34.7,77.62,2,3.25
1.33,39.33,60.19,2,2.083
31.62,30.73,87.71,1,1.813
46.37,40.15,71.84,0,2.506
43.95,37.6,82.29,2,3.599
55.92,40.75,62.8,1,2.725
58.36,30.02,66.83,1,2.307
51.24,37.62,84.91,1,3.118
7.4,28.07,72.23,0,0.699
34.2,32.28,68.59,2,2.55
43.45,39.49,69.15,1,2.291
17.68,37.63,68.59,1,1.379
3.06,28.76,84.91,2,1.82
16.1,42.17,66.71,1,1.621
32.75,26.07,74.51,2,2.33
29.8,36.9,87.52,1,2.61
12.72,44.68,80.55,1,2.568
59.36,35.63,83.89,3,4.641
66.65,41.01,70.04,3,4.948
14.5,36.9,97.31,3,3.901
66.93,40.66,76.56,2,3.904
1.29,38.11,71.48,1,1.021
66.6,38.82,96.17,0,3.783
68.54,29.56,86.21,1,2.768
0.87,39.84,84.56,3,3.611
54.94,29.76,95.47,1,2.857
69.85,44.61,62.34,2,3.761
65.22,29.56,93.51,2,3.693
69.89,29.73,87.11,3,4.998
39.62,42.17,74.4,3,4.508
5.63,29.86,70.25,1,0.987
61.18,32.22,64.19,1,2.405
44.2,39.29,97.64,3,4.794
44.26,28.17,65.68,0,1.705
30.04,28.18,70.38,0,1.656
41.17,34.73,87.64,3,4.309
11.06,29.87,88.41,1,1.207
53.26,29.71,66.43,1,2.332
5.4,25.18,92.57,0,0.988
52.54,32.41,80.41,1,2.605
61.13,31.37,93.94,3,4.643
34.02,25.62,63.49,1,1.734
36.71,37.42,61.71,1,2.267
22.48,37.53,85.48,1,2.076
69.8,26.42,66.0,2,3.164
52.78,31.34,81.0,2,3.126
26.57,42.46,60.56,1,1.733
12.59,36.64,91.2,1,2.007
15.81,33.24,95.98,0,2.115
33.4,34.3,93.56,1,2.157
67.86,29.17,98.33,0,2.911
52.86,41.24,96.12,1,3.487
15.5,43.28,77.76,1,2.204
61.89,43.21,75.93,1,3.131
27.23,29.48,95.85,0,1.577
61.32,31.21,97.08,0,2.599
17.4,28.21,98.91,0,1.809
44.54,31.14,90.73,1,2.321
66.72,31.66,68.08,0,2.424
18.57,37.66,97.8,0,2.578
49.89,28.79,97.89,3,4.092
71.09,43.39,86.65,0,3.714
10.84,27.06,94.29,2,2.315
6.36,25.14,82.45,1,1.264
48.54,42.1,97.77,1,3.248
24.46,39.08,63.76,1,1.751
5.13,32.11,94.56,0,1.457
34.22,36.91,62.22,2,3.008
54.27,29.47,73.56,2,2.892
20.53,28.37,65.41,1,1.233
24.12,34.42,79.17,2,2.67
60.89,32.06,69.29,1,2.711
37.45,37.3,98.08,2,3.644
60.68,29.36,82.37,2,3.18
32.14,38.26,95.91,0,2.454
68.61,40.34,71.12,2,3.901
46.86,28.33,61.04,3,3.762
8.34,25.88,91.03,1,1.26
63.73,33.79,88.1,0,2.91
35.23,40.48,81.82,2,3.088
10.2,38.02,92.61,1,2.421
10.99,39.04,93.6,1,2.225
49.5,33.06,83.52,2,3.457
3.41,29.7,98.64,1,1.474
20.63,35.64,88.79,2,2.786
10.06,29.09,87.08,1,1.159
31.76,39.52,74.46,0,1.712
29.83,28.94,60.09,3,3.33
37.58,30.83,69.64,1,1.957
20.13,35.13,90.56,1,2.15
2.31,34.73,88.39,1,1.356
44.24,37.02,73.24,0,2.111
26.91,33.75,85.02,1,2.286
46.9,43.39,67.81,1,3.035
7.82,41.8,70.55,3,3.172
0.99,42.58,97.9,3,4.01
17.88,37.59,76.53,2,2.575
32.87,37.7,69.8,0,1.911
28.37,37.18,79.48,1,2.542
58.34,33.7,75.48,0,2.443
27.2,31.44,89.18,2,2.912
38.19,36.84,98.48,1,2.936
42.73,25.51,83.67,3,3.66
1.57,25.15,83.65,1,1.223
37.09,42.03,74.59,0,2.416
24.83,25.93,82.59,3,3.181
30.33,35.5,72.77,1,2.277
7.22,37.3,60.04,2,2.167
56.36,28.96,94.64,2,3.614
67.85,42.91,77.18,1,2.779
1.6,28.8,79.68,1,1.157
43.3,42.69,63.34,1,2.563
55.0,40.26,93.48,2,4.063
20.51,29.81,66.81,3,3.119
56.7,28.01,76.42,1,2.47
45.53,31.32,93.61,1,2.706
66.9,32.96,78.31,0,2.714
70.63,29.92,97.25,1,3.473
3.05,44.98,68.37,2,2.452
32.04,29.59,88.61,2,2.795
39.38,41.61,99.12,1,3.341
10.57,28.18,81.98,1,1.528
24.21,44.6,87.69,0,2.721
71.11,29.51,75.73,0,2.633
1.17,33.43,90.05,1,1.681
32.58,36.17,96.35,2,3.309
60.67,27.41,88.12,1,3.031
23.32,41.34,97.44,1,2.968
34.55,30.49,83.55,1,1.966
70.42,35.99,83.09,0,3.535
34.19,35.99,72.19,0,1.562
9.43,37.05,88.39,3,3.623
3.72,26.11,95.28,0,0.936
68.07,28.37,85.85,1,3.224
19.14,28.22,69.32,1,1.387
36.29,31.04,81.76,0,1.782
6.53,27.9,90.24,0,1.086
30.5,43.44,97.57,0,2.779
66.97,35.26,66.26,1,2.798
36.17,37.47,65.1,2,2.724
69.92,32.15,76.52,1,2.831
18.64,30.52,65.02,1,1.412
36.33,35.06,99.22,1,2.778
61.89,30.89,76.97,3,4.122
32.27,31.87,81.34,0,1.561
20.12,34.06,69.08,2,2.332
61.59,35.11,77.97,1,3.026
28.07,44.69,99.39,3,4.916
38.21,29.47,79.55,1,2.156
70.31,34.76,60.35,0,2.906
13.43,27.99,69.7,1,1.368
21.7,32.0,99.14,0,2.39
2.24,39.35,99.56,2,3.344
28.21,28.49,68.42,1,1.259
14.41,36.63,84.61,1,1.533
48.96,33.33,63.08,0,2.046
13.06,26.03,83.1,1,1.396
48.59,43.66,65.04,1,2.72
18.97,33.27,92.75,3,3.733
25.58,40.68,97.58,1,2.738
25.12,33.33,66.92,1,1.564
51.61,43.75,78.51,2,3.689
33.59,30.81,64.08,1,1.714
26.01,33.24,73.57,1,1.977
61.39,40.18,62.6,0,2.583
41.18,31.87,70.58,1,2.048
15.4,32.29,99.61,1,2.076
64.81,44.9,61.78,0,2.923
24.67,36.11,94.36,2,3.226
2.81,38.79,63.1,0,0.927
35.61,37.87,81.16,1,2.268
8.92,41.56,78.08,0,1.755
17.17,42.24,97.26,1,2.741
53.79,36.27,67.96,2,3.077
9.41,30.89,67.19,0,1.217
58.1,25.46,89.95,1,2.907
67.46,37.29,89.03,1,3.333
43.67,41.51,87.97,2,3.98
51.15,34.01,61.05,0,1.673
51.38,28.29,70.4,2,3.044
71.48,30.76,93.6,1,3.067
24.59,35.2,84.03,1,2.274
11.73,41.73,84.09,1,1.969
37.38,28.44,71.84,1,1.854
38.39,37.24,70.41,1,2.123
12.81,40.07,97.86,0,2.181
44.14,43.72,89.11,1,3.571
1.02,27.33,65.07,1,0.743
66.79,43.53,97.51,1,4.435
19.05,37.03,83.29,0,1.774
2.85,40.33,73.33,1,1.827
7.79,26.08,75.89,1,0.763
17.3,35.12,89.02,1,1.956
19.72,37.45,75.05,2,2.451
2.36,31.14,83.15,1,1.548
20.11,33.63,88.42,1,2.01
13.89,36.09,67.81,0,0.959
27.26,36.05,97.77,3,3.876
27.73,25.84,74.25,1,1.354
24.41,33.79,76.77,1,2.04
23.61,29.28,87.94,0,1.748
6.46,43.33,84.35,0,1.851
1.81,44.53,77.6,2,2.409
14.55,30.99,85.99,0,1.557
54.48,28.5,96.11,0,2.299
71.34,29.39,92.01,0,2.997
66.85,34.56,92.97,3,5.007
36.3,42.49,70.34,2,3.051
38.29,35.0,76.78,2,3.016
22.65,26.11,82.15,2,2.212
55.72,25.8,61.77,2,2.803
55.06,29.55,90.79,1,2.439
60.79,41.86,72.94,0,3.038
64.48,37.43,71.3,1,3.16
31.27,36.26,70.37,0,1.896
55.22,31.38,71.34,1,2.564
58.06,43.59,73.52,0,2.936
22.21,31.62,84.19,0,1.794
66.91,41.7,83.34,1,3.567
6.79,42.92,70.23,0,1.293
71.59,34.67,68.26,0,2.926
55.45,42.89,93.05,0,3.099
6.72,30.54,63.71,1,1.084
47.25,38.17,80.51,0,2.507
2.46,26.76,80.82,0,0.746
55.45,34.48,82.97,0,2.669
57.54,29.35,95.43,2,3.331
43.37,26.26,84.96,0,2.026
61.69,25.07,98.95,0,2.591
7.05,31.5,94.85,2,2.156
19.87,36.79,68.59,2,2.625
29.82,34.1,69.65,0,1.726
3.06,31.04,73.79,0,1.039
32.27,44.82,75.66,0,2.662
19.1,43.79,82.12,1,2.648
28.28,27.51,69.3,0,1.451
30.61,33.3,68.89,3,3.407
63.32,37.98,75.26,2,3.455
19.46,39.67,86.88,1,2.33
64.35,32.33,87.53,0,3.027
30.67,39.93,99.04,2,3.617
23.6,27.48,68.1,1,0.785
36.18,31.64,75.71,2,2.856
30.08,39.33,98.59,0,2.802
18.53,37.51,87.6,1,2.101
36.19,41.74,83.69,2,3.596
10.93,25.94,81.59,3,2.935
25.34,28.49,63.02,1,1.291
40.74,25.97,95.73,1,2.453
29.77,28.84,85.02,1,1.669
59.32,25.09,82.87,1,2.452
18.48,35.08,81.58,2,2.504
69.82,35.57,75.68,1,2.972
56.5,38.16,70.19,0,2.63
69.67,32.7,90.21,0,3.276
60.35,25.06,80.38,1,2.673
10.23,38.48,61.36,2,2.225
37.91,26.09,75.96,0,1.335
12.24,42.32,97.14,1,2.303
58.91,25.45,74.96,3,3.971
42.06,35.61,76.53,1,2.412
18.97,42.9,84.96,0,2.132
66.93,36.45,92.07,1,3.79
8.29,37.17,86.74,1,1.868
40.6,38.63,94.0,0,2.847
51.91,27.45,64.56,1,2.261
4.24,38.5,96.98,1,2.076
43.05,42.61,96.16,1,3.803
58.74,44.48,80.77,1,3.257
4.86,33.86,84.99,0,1.218
36.88,31.89,68.51,0,1.585
18.62,40.07,77.92,0,2.152
47.73,35.86,68.11,0,2.354
8.54,30.15,60.88,1,0.92
67.47,28.44,99.24,0,2.731
64.42,28.4,70.37,1,2.793
13.39,34.18,83.72,0,1.608
23.28,28.4,72.01,0,1.554
42.31,25.39,74.82,0,1.694
51.7,26.04,75.91,1,2.288
31.87,43.6,73.4,1,2.526
11.25,26.46,85.5,2,1.854
7.5,26.46,98.44,0,1.2
71.98,34.02,77.15,1,2.915
32.79,29.9,98.93,2,2.985
62.82,44.25,86.71,1,3.829
34.73,43.22,84.29,0,2.81
66.41,33.09,69.48,0,2.713
6.32,33.97,62.52,0,0.935
8.21,32.5,94.08,2,2.63
66.93,25.76,82.96,1,2.852
68.22,30.86,76.58,1,3.108
22.66,27.45,92.48,2,2.68
25.57,27.05,72.42,1,1.483
32.58,36.22,91.34,1,2.593
29.96,26.98,73.12,0,1.567
13.68,27.06,96.84,1,1.381
64.68,34.61,70.72,0,2.436
18.24,33.85,65.5,0,1.076
50.78,27.75,87.92,0,2.221
4.84,25.09,66.51,1,0.724
2.79,28.86,97.97,1,1.145
47.07,29.72,86.22,1,2.433
24.41,41.0,69.23,0,1.835
47.19,43.31,68.35,3,4.547
6.77,33.12,96.96,0,1.921
68.39,33.1,84.31,2,3.854
53.89,39.25,95.75,1,3.253
63.09,37.54,64.41,1,2.942
9.83,28.68,97.02,1,1.565
23.05,27.15,80.8,2,2.186
26.52,33.75,86.74,1,1.963
38.68,36.3,74.92,0,2.047
21.37,27.77,62.37,2,1.886
4.37,30.87,98.32,0,1.507
26.56,31.12,99.78,1,2.274
18.33,30.23,74.58,1,1.825
27.79,34.22,97.75,2,3.168
14.18,38.06,66.71,1,1.69
18.86,35.19,66.19,0,1.343
45.14,29.03,62.92,1,1.765
27.95,27.06,75.65,0,1.317
24.87,41.44,62.09,1,1.844
38.44,34.59,75.79,1,1.796
55.57,26.24,65.54,2,2.608
27.28,30.16,89.22,0,2.05
42.3,41.08,93.33,0,3.006
69.57,40.03,87.51,1,3.566
37.58,42.52,68.02,0,2.315
65.51,37.04,90.67,0,2.865
57.14,33.46,69.98,1,2.627
4.23,33.53,90.38,1,1.825
30.9,28.88,82.7,0,1.669
50.28,38.02,74.67,1,2.392
71.04,36.7,63.34,2,3.553
33.0,28.1,93.1,1,2.307
6.68,42.71,97.59,0,2.284
40.46,32.37,86.64,0,1.94
9.11,25.99,98.58,0,1.675
54.11,31.56,97.36,1,2.662
36.55,42.4,67.78,1,2.364
52.09,43.34,89.25,0,3.042
62.59,34.81,73.97,0,2.473
45.28,44.13,79.5,1,2.94
44.1,42.5,66.28,1,2.699
54.33,41.5,98.99,3,5.462
60.66,42.19,89.05,0,3.305
62.57,32.64,70.68,0,2.311
2.62,40.13,74.86,1,1.667
40.05,36.55,76.9,0,2.313
15.57,39.39,89.9,0,2.093
61.94,28.56,97.03,1,2.963
46.68,39.63,72.86,1,2.632
30.26,44.15,78.9,0,2.432
13.54,31.05,83.73,1,1.534
24.41,44.72,75.73,1,2.593
50.67,32.57,80.17,0,2.755
14.71,28.99,64.23,2,1.862
6.74,27.25,66.71,0,0.732
63.94,40.7,76.04,3,4.88
55.02,36.1,96.6,3,4.693
14.39,31.14,73.97,1,1.566
21.05,37.17,69.99,0,1.684
69.99,31.64,89.71,2,3.747
50.99,33.97,97.97,1,3.149
43.96,42.25,78.36,0,2.659
22.15,38.36,60.34,1,1.558
21.54,40.25,87.53,1,2.461
2.85,36.67,76.6,2,2.147
52.45,44.83,86.95,1,3.636
3.11,29.83,71.11,2,1.826
0.35,30.25,60.1,1,0.777
52.52,26.85,73.78,1,2.134
68.32,36.08,88.19,1,3.376
54.47,37.27,75.72,3,4.473
33.96,39.52,68.77,3,3.914
35.0,31.71,78.56,2,2.776
31.4,25.25,90.09,2,2.493
23.37,37.64,64.78,1,1.983
37.56,44.97,87.67,0,2.785
31.04,30.89,86.69,2,3.159
43.07,28.68,74.83,0,2.01
64.66,30.64,98.81,0,2.719
71.64,33.51,95.79,1,3.483
5.67,30.02,72.65,1,1.265
27.7,31.94,61.24,1,1.539
13.01,37.76,72.33,0,1.207
25.35,31.9,68.19,0,1.264
20.7,32.92,81.89,0,1.724
12.57,25.8,96.75,1,1.185
55.01,43.36,94.81,0,3.201
35.73,33.14,72.23,1,2.144
66.19,31.56,77.14,0,2.61
2.35,26.73,61.46,1,0.587
4.82,37.68,81.77,1,1.587
29.04,42.28,62.53,1,1.858
